snapshot_as_of,item_id,item_created_at,baseline_bucket,with_trends_bucket,baseline_score,with_trends_score,risk_delta,bucket_transition,trend_overlap_terms,edge_case_flags,matched_topic_signals
2020-03-20T12:00:00Z,7e08380a-70de-4375-afda-7ca31ae4b44f,2016-02-14T02:10:00Z,low,low,17.02,17.02,0.0,low->low,[],"[""possible_ambiguity"", ""possible_political_term_non_political""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2020-03-20T12:00:00Z,8a763f2d-88e7-4150-ae04-d6769cb69d6a,2019-11-06T20:24:02Z,low,low,16.28,16.28,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2020-03-20T12:00:00Z,ee01c338-8d5b-476f-bc14-7cd0d9127c87,2019-06-12T03:14:01Z,low,low,20.69,20.69,0.0,low->low,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2020-03-20T12:00:00Z,443c935f-6659-4dae-b102-b0d54f0fd17e,2017-08-08T15:41:37Z,low,low,0.53,0.53,0.0,low->low,[],[],[]
2020-03-20T12:00:00Z,a90ea5e5-9e51-4f24-bc1c-107eb2193bfe,2018-11-24T06:07:27Z,low,low,9.24,9.24,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2020-03-20T12:00:00Z,43da8e5a-1a92-4e87-947b-29ac6c3426c5,2019-05-01T03:24:38Z,low,low,9.81,9.81,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,3551a28a-f089-4e25-bb6a-a06a6e3b8130,2019-11-29T08:43:51Z,low,low,1.68,1.68,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,a6604602-7a65-4bb8-8022-a5a3f45bc82b,2019-03-26T02:19:12Z,low,low,2.36,2.36,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,bf40b757-8ca7-4d2e-80ae-c092a045ced7,2019-11-13T19:56:57Z,low,low,1.72,1.72,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,04623467-4fba-4494-8bc0-1efdb47c2f36,2018-05-21T21:39:46Z,low,low,10.2,10.2,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,8750b49f-925d-4fff-89c1-7b33915b166e,2019-09-23T15:10:41Z,low,low,13.86,13.86,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,6a986d52-2927-4feb-81e9-21fcc9b051d0,2018-11-30T21:44:31Z,low,low,12.67,12.67,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,5145de2c-2ea8-40d9-88bd-7c9ddefcbc46,2018-08-08T05:04:11Z,low,low,2.99,2.99,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,69cce3a2-333e-47a1-abcd-815a381b918a,2021-04-21T09:25:59Z,low,low,6.28,6.28,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,53ab103b-7804-46fa-bc41-148089f1545d,2015-08-20T05:28:29Z,low,low,13.96,13.96,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,7c6c450f-23b2-43f1-97e0-096993066a6f,2019-03-02T09:33:58Z,low,low,7.42,7.42,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,16e94edd-8a70-4a2c-b067-7b962cd4b53c,2015-07-16T04:08:08Z,low,low,14.05,14.05,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,9ac8102b-3b7a-4c06-b202-c6f4b9da6c96,2016-08-01T05:07:17Z,low,low,18.01,18.01,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,be28ef36-d924-470e-8bb2-333f6bb59601,2017-08-24T17:45:26Z,low,low,10.94,20.94,10.0,low->low,"[""nhs""]",[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,6ff25002-27b8-4a8e-98c9-651da9c66147,2017-08-18T04:07:29Z,low,low,1.96,1.96,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,8457b309-d2ad-4c2f-be3c-937f2e8d5bda,2019-08-11T09:59:08Z,low,low,21.98,21.98,0.0,low->low,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,d4c7630c-99ad-42de-b5fc-caafc8ff1bde,2021-07-18T09:36:52Z,low,low,0.0,0.0,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,c4f9a7c3-ed09-44ff-861b-ebff41bc3c7e,2018-03-25T14:06:46Z,low,low,8.36,8.36,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,6d2c4cb7-7df6-4dce-9818-c55fb72c5aa9,2020-11-20T02:42:06Z,low,low,0.7,0.7,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,6c113c75-47d7-4837-a448-0aa5c9b75ae2,2021-03-30T03:32:33Z,low,low,7.34,17.34,10.0,low->low,"[""nhs""]",[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,cfe8f684-65d1-4425-92fd-9f7c914ed47a,2016-12-14T04:40:56Z,low,low,12.64,12.64,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,4f1cd519-0c08-4899-95a3-0f28a47b44ac,2018-05-25T02:27:26Z,low,low,14.19,14.19,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,7a2ac75d-bd21-4dd2-9436-bc746cc8be8c,2015-11-16T05:51:07Z,medium,medium,24.72,24.72,0.0,medium->medium,[],[],[]
2021-09-01T12:00:00Z,4ce34a4e-7bee-4019-bd30-9d2faa7ddac6,2019-10-17T20:50:44Z,low,low,1.79,1.79,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,925a1f0c-be67-4618-aeab-cd823681cf19,2016-08-09T02:52:58Z,low,low,4.98,4.98,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,7e3f7f9b-19fd-4722-b81a-f3a0e9cbbaf5,2019-02-25T01:35:50Z,low,low,11.44,11.44,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,61e05e80-558f-41d1-8efd-1566c01ff931,2020-04-16T17:29:08Z,low,low,13.29,13.29,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,afe3c20e-97ac-445d-9b97-3cd85aed78b2,2019-12-04T13:29:04Z,low,low,1.66,1.66,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,5bd306fb-ce97-41b8-9690-a482cb030d65,2015-10-01T22:41:41Z,low,low,3.84,3.84,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,16f37b90-2d5c-41bf-b16b-81c4b5193be7,2019-06-15T14:58:00Z,low,low,7.13,7.13,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,5d97696f-4b01-4aab-9299-8ce53fe21276,2016-03-06T01:43:05Z,low,low,17.41,17.41,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,81bc0c25-7c10-4d43-8770-a9514c31a1c3,2020-01-29T19:25:18Z,low,low,1.51,1.51,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,992c94bd-0960-45bf-b105-28f486656bbc,2018-06-06T15:25:41Z,low,low,11.16,11.16,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,db775f5b-fa34-4e1a-80de-348b6470890a,2017-12-20T06:53:48Z,low,low,3.62,3.62,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,981db198-9d12-4c8b-9d26-7b56c90f41f2,2015-02-27T14:01:12Z,low,low,13.43,13.43,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,ecd034bc-0d7a-451f-9e7f-0c7754f3c1d9,2016-08-31T09:12:28Z,low,low,4.92,4.92,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,1052557c-f00f-405a-ba0c-193c575c034b,2017-02-26T15:36:13Z,low,low,4.43,4.43,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,2fa5a29b-21f9-48b8-a868-2b050669883c,2019-04-17T13:27:25Z,low,medium,14.29,24.29,10.0,low->medium,"[""vaccine""]",[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,3a216d41-1889-463d-819a-6d5af4e32164,2018-07-10T20:05:00Z,low,low,3.06,3.06,0.0,low->low,[],"[""possible_ambiguity""]",[]
2021-09-01T12:00:00Z,21adcbe4-6267-45aa-bcc3-1ab105fff708,2020-05-23T22:35:34Z,low,low,15.19,15.19,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,fdb7e43a-1a66-4436-a192-98cf9cf01b86,2015-06-04T00:24:39Z,low,low,12.17,12.17,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,9d71328f-5a19-4ed1-8a50-f0059bd46ded,2017-07-23T09:17:45Z,low,low,12.03,12.03,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,889ed15a-3847-4958-917e-8df684e89856,2016-08-15T16:51:28Z,low,low,10.96,10.96,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,6cbb364f-7b6b-45af-bb32-cd7759a6aa20,2016-08-02T04:21:51Z,low,low,5.0,5.0,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,c96650a0-fa0b-427d-9099-52f8171514f6,2020-11-14T12:36:47Z,low,low,0.0,0.0,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,3433af0f-a1a4-4b7e-a6e2-e7981de72121,2016-07-21T11:39:09Z,low,low,19.04,19.04,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,50406738-d013-4265-805e-b0330ced0b69,2015-07-05T03:41:01Z,low,low,19.08,19.08,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,ecc9282d-262f-4483-b217-b71b59172dc7,2016-04-12T21:27:17Z,low,low,11.31,11.31,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,799f87f7-13a8-424f-bc26-803a937a1bf5,2015-06-10T16:10:00Z,low,low,16.15,16.15,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,67d1c487-06cc-4c59-831a-c4c0dc1e1da6,2018-02-01T05:09:27Z,low,low,10.5,10.5,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,791c47fd-6c7d-4a16-9584-96f016af330f,2020-01-18T16:16:42Z,low,low,9.54,9.54,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,c3e26e9e-dd8e-4678-b0fc-7f1f9a5ed433,2017-03-12T06:39:53Z,low,low,22.39,22.39,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,22824385-d175-437e-bbee-6b2d92ad16be,2021-06-12T22:58:53Z,low,low,0.14,0.14,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,3bca185e-33b8-46b7-9382-6458cc51e557,2020-10-19T06:05:38Z,low,low,0.79,0.79,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,f90322ce-c646-4e89-929c-30002264f0cb,2019-07-04T21:47:39Z,low,low,2.08,2.08,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,b164d86f-e935-41da-bbc0-d068c16b429a,2017-03-10T11:40:29Z,low,low,9.4,9.4,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,14e95486-2e0f-4955-b0f9-3075b29cf4a3,2019-11-23T06:24:21Z,low,low,8.69,8.69,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,b47df004-5911-4c1a-b82f-3302bb29edb8,2020-11-04T01:09:10Z,low,low,7.74,7.74,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,c2624266-2b11-4efc-86db-541ec27e9c1e,2021-02-20T12:47:26Z,low,low,15.44,15.44,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,585a4a94-8b6b-46df-b7b5-264179f34ba3,2018-08-22T16:01:35Z,low,low,17.95,17.95,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,c733cdbb-d694-403c-afbb-244db65a63fa,2015-11-11T06:48:51Z,low,low,5.73,5.73,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,0751b967-4a4c-4121-a0cc-d72b1b1659d2,2021-04-11T05:38:08Z,low,low,0.31,0.31,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,bbb25a62-aa6e-4def-9772-4c871a588476,2020-10-14T21:11:33Z,low,low,5.8,5.8,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,ce1200f0-70d9-4e5f-a0fb-d50196f9d287,2018-09-24T19:28:55Z,low,low,2.85,2.85,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,05ed583b-5dbc-4182-98d0-94c3dd76d5af,2016-02-14T13:29:18Z,low,low,5.47,5.47,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,cb73d39d-3ce7-40cc-9b62-0435d624904a,2017-09-16T05:18:10Z,low,low,10.88,20.88,10.0,low->low,"[""vaccine""]",[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,48099ef8-4655-4d4c-ae14-027935e6d46b,2021-04-07T21:29:52Z,low,low,13.32,13.32,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,168d8964-6f1e-44b5-9e1f-c3ac7bcad634,2019-01-23T03:25:47Z,low,low,11.53,11.53,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,5927a685-482b-427b-8e20-08a26115128b,2021-02-24T05:37:16Z,low,low,6.44,6.44,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,1622c023-236d-4665-92be-53dd35bd30dd,2020-02-17T23:16:08Z,low,low,6.45,6.45,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,cd3ef55a-6fb1-4cc9-9d69-06814d5d4637,2021-04-02T22:40:36Z,low,low,0.0,0.0,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,52221700-c258-412e-aedd-0925b39fb40f,2017-09-23T03:30:31Z,low,low,14.86,14.86,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,5e2949c0-3944-4263-b534-a62cdd803bbf,2019-11-11T13:53:15Z,low,low,1.72,1.72,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,7c4c1985-4e05-47ef-93ee-ba590aa5d1b4,2021-03-07T12:52:59Z,low,low,15.4,15.4,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,a1783b77-7063-47ae-8305-6c2357c32e9e,2015-06-05T11:56:45Z,low,low,4.16,4.16,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,8a6aa6b0-f7b6-474e-ae59-d83d2ca0d183,2021-07-21T12:30:20Z,low,low,0.03,0.03,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,1214f57e-ebac-4822-aaf8-a7c0e0c28acd,2020-03-15T11:30:00Z,low,low,8.38,8.38,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,4313a161-1eb6-44c8-a98f-a11aeeac073e,2017-06-14T18:00:49Z,low,low,4.13,4.13,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,cac1bba4-d116-4808-8a8f-e201f51aa3a3,2019-11-12T09:15:00Z,low,low,0.0,0.0,0.0,low->low,[],"[""possible_sarcasm""]",[]
2021-09-01T12:00:00Z,00ed6e7c-d574-4acf-b900-7f4abeffc317,2016-02-13T03:14:42Z,low,low,16.47,16.47,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,3da944f6-cdd1-403c-8d8e-270ef1bc5e02,2021-04-01T12:57:33Z,low,low,7.33,7.33,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,867509fc-fdec-4f7a-a78e-96c9b5b51b98,2016-07-01T14:52:50Z,low,low,5.09,5.09,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,77fdafa4-db6b-4aba-918e-f62020550ec5,2018-04-15T01:36:06Z,low,low,8.3,8.3,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,cb61b3c2-5d00-4f6a-a528-072f0d0eb39b,2015-06-29T21:48:42Z,low,low,11.1,11.1,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,52fb8f82-0a3e-40ac-aaa5-4052c3c088dd,2019-01-27T21:43:02Z,low,low,21.51,21.51,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,d9449d0b-0f24-4176-b89a-63dbb4d6800d,2018-05-03T18:22:00Z,low,low,8.25,8.25,0.0,low->low,[],"[""possible_quote""]",[]
2021-09-01T12:00:00Z,cc42d291-84b5-458f-97cb-7080ab5830a6,2018-01-20T00:15:46Z,low,low,3.53,3.53,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,9cee763e-e27b-42b0-9bcf-48a17f1c1a51,2017-03-30T20:57:56Z,low,low,4.34,4.34,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,c5e1305b-1edb-453b-bb3b-0337aa41b552,2019-09-15T02:36:47Z,low,low,1.88,1.88,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,b5861022-4dcf-47ba-a986-6e2c4f1ef139,2018-07-11T05:32:46Z,low,low,10.06,10.06,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,b3ce07ca-9af2-43a5-84d0-7203aab0526b,2017-04-14T10:56:33Z,low,low,12.3,12.3,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,b5847450-ef89-46ea-bea7-cc4278b8c39f,2017-09-30T19:56:18Z,low,low,3.84,3.84,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,15bdda15-152e-4167-9fc2-2118426e9f34,2019-03-29T11:08:24Z,low,low,7.35,7.35,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,7c08eb2c-c02e-4710-805e-5f5ec20c17b7,2016-11-09T17:02:54Z,low,low,14.73,14.73,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,5d5fdefd-e041-405f-93b9-0e5c94f5a910,2021-07-08T02:21:46Z,low,low,0.07,0.07,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,72cefd95-9a96-4531-b89d-fd3aa17036da,2019-11-23T06:44:33Z,low,low,6.69,6.69,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,d05d6b01-cb8a-4d33-bf4c-77a95f627745,2020-10-12T21:52:09Z,low,low,11.8,11.8,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,7f00519b-9e77-4d5c-986e-28c11b93b36f,2021-06-29T07:11:32Z,low,low,5.09,5.09,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,0909e31a-be92-4a1e-b35c-8246809c77ba,2019-08-23T23:03:50Z,low,low,13.94,13.94,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,28fd27d6-d0e8-4b34-8247-888daeddd7f7,2019-05-10T12:44:53Z,low,low,2.23,2.23,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,ffcd0211-fbba-4b46-9444-a9eb47750e18,2020-02-20T05:25:36Z,low,low,1.45,1.45,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,0e89ca9b-ba9d-4dc1-a1fa-6dbce2bc0227,2017-12-08T20:22:57Z,low,low,3.65,3.65,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,3dea4a10-42c4-48d1-803f-be041045a79a,2017-11-10T17:46:03Z,low,low,3.73,3.73,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,6cee6c32-2153-4c3b-a905-6c717e19c69b,2021-06-12T20:34:04Z,low,low,6.14,6.14,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,15e677cc-864e-43a7-89f4-f5ca2b73e486,2018-12-30T10:08:37Z,low,low,10.59,10.59,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,692089b1-995c-4550-a8ce-f1d58756e71c,2017-07-20T03:36:27Z,low,low,2.04,2.04,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,d73a9cd3-e90c-4b79-a7c8-f8969689104b,2019-11-09T12:13:15Z,low,low,1.73,1.73,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,7520ba04-2aa9-40ec-a724-4f31ec9454b1,2015-11-08T13:46:00Z,low,low,12.73,12.73,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,de1f981c-a14a-4308-8e6e-a8b9e93dc471,2016-05-12T12:44:30Z,low,low,5.22,5.22,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,8668ef79-0f81-4bbd-b23d-a60d50d8042d,2020-08-13T18:59:53Z,low,low,0.97,0.97,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,ca7e9e7f-0af4-46ec-82f4-1bbacfbcf172,2018-05-17T09:04:49Z,low,low,18.21,18.21,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,410b90ba-1c1e-468c-a80d-811cd7779a8e,2019-01-30T11:17:17Z,low,low,10.51,10.51,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,67de8540-4ca2-4128-8914-c97faa70e290,2016-07-14T01:39:46Z,low,low,12.05,12.05,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,d7648a28-acb1-482e-9b6e-c2b4322d9bb1,2019-09-03T06:56:21Z,low,low,13.92,23.92,10.0,low->low,"[""nhs""]",[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,67041a0c-73f8-4ade-ba45-c7856c6c9493,2018-12-29T19:28:35Z,low,low,8.59,8.59,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,75b26415-2c1e-41f4-865e-25a31a6c4497,2017-01-29T12:27:00Z,low,low,4.51,4.51,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,32db2d2a-d7a8-43e6-af81-688c4f32af9b,2017-05-05T00:20:19Z,low,low,9.25,9.25,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,cea7593f-1f89-4548-9e07-e0dadf1f1c88,2019-05-16T18:09:21Z,low,low,2.21,2.21,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,e5198933-0a3b-4eb7-a46b-1d7e0fd6a6b4,2018-08-11T01:36:16Z,low,low,8.98,8.98,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,34de973e-50e5-483b-aff6-d6d2291ee0b2,2015-10-12T17:49:39Z,low,low,14.81,14.81,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,69955bb5-d5e3-446a-ad1c-e2549a1e64e6,2016-02-08T12:25:01Z,low,low,9.48,9.48,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,81147bd1-0436-4bca-bfed-568bad0ee46a,2018-10-18T23:35:55Z,low,low,10.79,10.79,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,839548cf-c937-4db0-924f-8d75fb9b7985,2019-05-30T13:26:43Z,low,low,13.18,13.18,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,197227f1-c7fa-4645-bbb8-d05000e77d49,2016-03-26T18:24:48Z,low,low,18.35,18.35,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,19ed025b-70ca-4a6a-8538-d0e1817d83ea,2019-12-19T13:33:01Z,low,low,13.62,13.62,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,aa248381-6e2e-428a-abc3-1f800f33dca2,2016-08-13T20:13:41Z,low,low,10.97,10.97,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,b0a68dcc-ac4b-47b1-a0d5-bae0314993e4,2019-10-23T18:01:10Z,low,low,1.78,1.78,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,13d9acab-03f8-474a-a1ea-e64da5c34873,2020-05-03T14:10:40Z,low,low,1.25,1.25,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,b43d653e-4b95-449e-9489-352177accb3c,2017-08-19T07:40:00Z,low,low,18.96,18.96,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
